x,y,Name,Genes
2.3285413,8.710076,potassium-transporting ATPase activity (GO:0008556),ATP4B ATP4A ATP1A4 ATP1A3 ATP1B4 ATP1A2 ATP1B3 ATP1A1 ATP1B2 ATP1B1 ATP12
5.8714933,9.6767235,metallocarboxypeptidase activity (GO:0004181),CPA4 CPA3 CPA2 AGTPBP1 CPA1 ACE2 AGBL5 AGBL2 FOLH1 AGBL1 AGBL4 CPE AGBL3 CPD CP
4.7693224,11.144158,phosphorylase activity (GO:0004645),TYMP MTAP PYGB PYGL PYGM GDPGP
0.32470518,10.451093,monocarboxylic acid transmembrane transporter activity (GO:0008028),SLC16A1 SLC16A2 SLC16A13 AKR1C4 SLC16A12 SLC16A11 SLCO1B7 SLC16A10 SLC16A14 SLC5A8 SLCO1C1 CEACAM1 SLCO1A2 SLC26A
4.467456,9.569542,nerve growth factor binding (GO:0048406),NGFR NTRK1 SORT1 FURIN TNFRSF8 PCSK
2.7709908,6.598012,phosphatidylinositol monophosphate phosphatase activity (GO:0052744),MTMR1 MTMR2 MTMR3 MTMR4 MTMR14 SACM1L MTMR9 PTEN MTMR6 MTMR7 MTM1 MTMR8 SYNJ2 SYNJ
3.2861724,9.832128,leukotriene receptor activity (GO:0004974),LTB4R CYSLTR2 CYSLTR1 LTB4R2 KISS1R MCHR
4.065248,5.274504,arginine N-methyltransferase activity (GO:0016273),PRMT7 PRMT6 PRMT9 PRMT3 PRMT2 PRMT5 CARM1 PRMT1 FBXO11 WDR7
3.7819142,10.04452,pseudouridine synthase activity (GO:0009982),PUS3 PUS10 TRUB1 PUS1 PUS7 PUS7L DKC1 RPUSD1 RPUSD2 RPUSD3 RPUSD4 PUSL
4.921675,10.196531,"beta-1,3-galactosyltransferase activity (GO:0048531)",B3GALNT1 C1GALT1 B3GALT5 B3GALT4 C1GALT1C1 B3GALT1 B3GNT8 B3GNT7 B3GNT6 B3GALT2 B3GNT5 B3GNT4 B3GNT3 B3GNT
2.5982616,10.797936,extracellular ATP-gated cation channel activity (GO:0004931),P2RX7 P2RX6 P2RX5 P2RX4 P2RX3 P2RX2 P2RX
2.561242,10.7261,excitatory extracellular ligand-gated ion channel activity (GO:0005231),CHRNB3 CHRNB2 CHRNB4 TRPV1 P2RX7 P2RX6 P2RX5 P2RX4 P2RX3 GLRB P2RX2 P2RX1 CHRNB
5.830135,9.173354,metallopeptidase activity (GO:0008237),LNPEP COPS5 AFG3L2 ADAM2 LAP3 FAP YME1L1 UQCRC2 TRABD2A UQCRC1 ADAM9 DPEP1 ADAM8 TRABD2
2.8459954,6.719699,vasopressin receptor activity (GO:0005000),OXTR AVPR2 NLRP6 INPP5K AVPR1A AVPR1
5.2128434,8.049936,adenylate cyclase binding (GO:0008179),CAP2 CAP1 AKAP12 ADCY5 AKAP6 ADCY2 AKAP5 CALM2 CALM3 CALM
1.9475796,7.848753,"ATPase activity, coupled to movement of substances (GO:0043492)",ABCC4 ABCG8 ABCC5 RALBP1 ABCC2 ABCC3 ABCC8 ABCC9 ABCC6 ATP11C TAP1 ATP11B ATP11A ABCA10 ABCA12 ABCC10 ABCG1 ABCG4 ABCC1 ABCG5 ABCG
4.4948525,5.330626,ligand-dependent nuclear receptor transcription coactivator activity (GO:0030374),NCOA2 SS18 NCOA3 VDR NCOA1 MED4 NCOA6 ACTN4 NCOA7 USP22 ACTN1 HMGA1 WDR77 CCAR1 THRAP3 RARB CARM1 RAR
3.577893,8.265747,nucleobase-containing compound kinase activity (GO:0019205),NME3 NME4 DCK NME5 NME6 NME1 NME2 UCK2 NME7 UCK1 NME8 NME9 CMPK2 CMPK
7.9649262,8.4179535,transmembrane receptor protein kinase activity (GO:0019199),EPHA6 ACVR1 EPHA5 PDGFRB EPHA8 PDGFRA RYK EPHA7 INSRR MERTK TGFBR2 ACVR2A AXL TEK ROR2 EPHA2 ROR1 EPHA1 EPHA4 BMPR1A BMPR1B EPHA3 AL
4.8405895,9.792108,NADH dehydrogenase (ubiquinone) activity (GO:0008137),NDUFA9 NDUFA8 NDUFA7 NDUFA6 NDUFA5 NDUFA4 NDUFA3 NDUFA2 NDUFA1 NDUFC2 NDUFC1 NDUFS8 NDUFS7 NDUFAB1 NDUFS6 NDUFS5 NDUFS4 NDUFS3 NDUFS2 NDUFS
4.0982623,10.058761,UDP-glucosyltransferase activity (GO:0035251),POGLUT1 GYS2 UGCG ALG5 GYG1 UGGT2 GYG2 UGGT1 GYS
1.3833541,10.434533,water transmembrane transporter activity (GO:0005372),AQP12B AQP11 AQP10 AQP7 AQP8 AQP5 AQP6 AQP3 AQP4 AQP1 AQP2 MIP AQP12
5.058529,5.4234147,"transcription factor activity, RNA polymerase II core promoter sequence-specific binding involved in preinitiation complex assembly (GO:0001075)",TAF1 DACH1 DACH2 TAF9 TAF4B TAF4 TAF1L TAF9B TAF
4.16155,9.965513,oligosaccharyl transferase activity (GO:0004576),DDOST MAGT1 ALG5 RPN1 TUSC3 DAD1 RPN2 OSTC STT3B STT3
4.0536427,11.417178,fatty acid ligase activity (GO:0015645),SLC27A2 ACSL3 ACSM4 ACSM3 ACSL1 ACSM1 ACSM2A ACSL6 ACSM2B ACSL5 ACSM6 ACSM5 ACSL4 ACSF3 ACSBG2 ACSBG1 SLC27A4 SLC27A
1.3834006,11.4347925,transmitter-gated ion channel activity (GO:0022824),GABRA3 GABRA2 GABRA1 GRID1 GRID2 GABRA6 GABRA5 GABRA4 GABRG1 HTR3D HTR3E HTR3B HTR3C GRIN2D HTR3A GABRG3 GABRG2 ZAC
7.6562243,7.8410764,"phosphotransferase activity, alcohol group as acceptor (GO:0016773)",ACVR1 GLYCTK MMD2 ACOD1 PRKAB1 DCLK1 IDNK TEK CDK12 ALPK3 CDK13 EPHA1 EPHA4 CDK1
6.7037387,10.110502,protein disulfide isomerase activity (GO:0003756),PDIA4 ERO1B PDIA3 PDIA2 ERO1A ITGB3 TXNDC11 GLRX2 PDIA6 PDIA5 ERP44 TMX4 TMX3 TMX1 TXNDC5 P4HB QSOX1 PIGK QSOX2 PDIL
5.26248,9.842216,serine-type endopeptidase activity (GO:0004252),IGHV3-11 CMA1 IGKV5-2 IGHV3-13 CELA
6.9754643,6.0450125,single-stranded telomeric DNA binding (GO:0043047),CTC1 STN1 RPA2 RPA1 TERF1 TERF2 RAD50 HNRNPA2B1 NABP2 TERF2IP POT1 HNRNPA
3.391152,10.137527,G-protein coupled neurotransmitter receptor activity (GO:0099528),CHRM3 CHRM4 CHRM1 CHRM2 DHX8 CHRM
7.361393,6.5535593,DNA-dependent ATPase activity (GO:0008094),RFC4 RFC5 SMARCA1 RFC2 RFC3 FBXO18 RECQL MSH2 SMARCA2 SMARCA4 RAD51C RAD51B CDK7 RAD51D ARTN MSH3 MSH4 DMC1 MSH5 MSH6 MCM4 MCM6 DNA2 MCM7 MRE1
6.2719917,6.60919,adenylyltransferase activity (GO:0070566),FICD PAPD4 NMNAT3 OAS1 APTX OASL GPHN COASY HINT3 MTPAP NMNAT2 OAS2 NMNAT1 OAS3 KARS PAPOLG PAPOLB PAPOLA FLAD1 TUT1 ABL
7.4726067,9.312713,insulin-like growth factor II binding (GO:0031995),IGFBP2 INSR IGFBP1 IGFBP6 IGFBP5 IGFBP4 IGFBP
6.68958,8.161653,Rac guanyl-nucleotide exchange factor activity (GO:0030676),FARP2 FARP1 TIAM1 EPS8 PREX2 PREX1 SPATA13 ALS2 ARHGEF4 EPS8L1 EPS8L2 ARHGEF2 EPS8L3 DOCK
4.7659106,9.099757,"racemase and epimerase activity, acting on carbohydrates and derivatives (GO:0016857)",TSTA3 RPE GLCE RENBP FUOM GALE DSE DSEL HYI PHACTR1 GALM GN
7.07814,6.417885,G-quadruplex DNA binding (GO:0051880),BLM WRN XRN1 DHX36 DDX11 RAD50 LONP
0.50349027,10.313957,organic cation transmembrane transporter activity (GO:0015101),SLC22A5 SLC22A4 SLC44A4 SLC44A5 SLC44A2 SLC22A1 SLC44A3 SLC22A3 SLC44A1 SLC22A2 OAZ3 AZIN2 SLC22A13 SLC25A17 SLC5A7 SLC25A16 SLC22A14 SLC22A16 SLC7A8 SLC25A4
6.557141,8.086014,natural killer cell lectin-like receptor binding (GO:0046703),RAET1E RAET1G RAET1L ULBP1 ULBP3 MICA ULBP2 MICB HLA-
7.63111,8.74595,phosphatidylinositol 3-kinase activity (GO:0035004),KL PDGFRB EGF PDGFRA PTPN11 GAB1 NRG1 NRG2 FRS2 VAV1 EREG KITLG PIK3CB NRG4 PIK3CA TLR9 CD28 ATM PIK3C
5.1780725,5.6284957,transcription corepressor binding (GO:0001222),FAM89B NEK6 NR1D1 RORA PER3 PER2 SUMO2 CNOT2 SUMO1 PER1 SIX3 HDG
6.580463,9.066686,BMP receptor binding (GO:0070700),TGFB1 TGFB3 TGFB2 BMP8B BMP8A BMP7 BMP6 BMP5 BMP4 PYCARD BMP3 BMP
4.7909617,7.9187794,protein phosphatase binding (GO:0019903),ITGA1 FCRL6 JUP BOD1 SPHK1 EIF2AK3 LILRB1 LILRB2 AP3B1 GTF2F1 VRK3 CTTNBP2NL MAPK14 GRIN3A CEACAM1 MAPT ARMC7 PPP1R3C PPP1R3F SKAP1 TP5
1.5318115,10.359017,wide pore channel activity (GO:0022829),AQP7 PRF1 GJB1 PANX2 GJD2 PANX3 GJB3 GJA1 PANX1 GJB7 GJA5 GJA
5.832946,5.2718353,basal RNA polymerase II transcription machinery binding (GO:0001099),BRD4 ESRRB NCOA3 ELP1 ELP2 ELP3 ELP4 AGO2 AGO1 WAC PAF
4.6756473,10.265502,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity (GO:0003831)",B4GALT3 B4GALT4 B4GALT1 B4GALT2 B4GALT7 B4GALT
5.325189,9.83909,immunoglobulin receptor binding (GO:0034987),IGHV3-53 IGHV3-11 IGHV3-13 IGHV3-15 IGHV3-16 IGHV4-28 FES IGHE IGHV3OR16-8 IGHV3OR16-9 IGHD IGHV1OR21-
0.67129344,9.802811,sodium:amino acid symporter activity (GO:0005283),SLC38A1 SLC1A1 SLC1A2 SLC6A15 SLC1A3 SLC6A13 SLC6A12 SLC6A1 SLC6A11 SLC6A5 SLC6A7 SLC6A
6.9573307,9.466713,transforming growth factor beta binding (GO:0050431),ACVR1 ACVRL1 TGFB3 WFIKKN2 WFIKKN1 THBS1 LTBP4 LTBP1 LTBP2 TGFBR1 VASN TGFBR2 TGFBR3 TWSG1 HYAL2 CD109 ITGAV CD36 EN
5.1598516,5.6834,transcription cofactor binding (GO:0001221),NEK6 ZBTB17 RPL23 NR1D1 PASD1 ESR1 PER3 CDK9 PER2 PER1 HDG
1.7105345,9.1705065,inorganic cation transmembrane transporter activity (GO:0022890),TIMM8B SLC39A1 MMGT1 SLC41A1 ATP1B4 TMCO
3.7727427,7.949423,phospholipase inhibitor activity (GO:0004859),ANXA1 ANXA2 APOC1 ANXA4 ANXA5 ANGPTL3 PDC SNC
4.462449,10.287752,protein-lysine 6-oxidase activity (GO:0004720),LOX LOXL4 NUGGC LOXL1 LOXL2 LOXL
4.793952,10.68456,hydro-lyase activity (GO:0016836),CA13 CA12 PUS1 UROS ACOD1 HADHB HADHA ECHDC1 ECHDC2 ACO2 NAXD ACO
3.8447528,6.035264,tRNA binding (GO:0000049),SSB TRMT10A YARS NSUN2 MRPS27 TRMT10C NSUN6 PTCD1 TYW5 EIF2AK4 TRNT1 NEMF DARS2 SLFN13 EEF1A1 SLFN11 AIMP1 CTU1 KIAA1456 KARS XPOT ATP5J2-PTCD1 NAT10 YRDC AAR
4.140861,9.935828,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity (GO:0004571)",EDEM1 EDEM2 EDEM3 MAN1B1 MAN1C1 MAN1A2 MAN1A1 USF
5.9969897,7.75975,thiol-dependent ubiquitinyl hydrolase activity (GO:0036459),USP25 USP26 USP8 USP28 USP7 USP21 USP9X USP6 USP5 USP9Y USP22 USP4 USP24 USP3 OTUD6A OTUD6B YOD1 USP29 JOSD2 JOSD1 USP17L2 COPS5 CYLD TADA2B KAT2A USP17L6P OTULIN STAMBP USP20 OTUD1 OTUD3 OTUD
7.023186,6.9490848,methylation-dependent protein binding (GO:0140034),KDM4A CBX8 CBX5 PHF13 LRWD1 MSL3 MTF2 DPPA3 MSH6 SPIN2B ZMYND11 SPIN2A PHF19 MPHOSPH8 KDM5
2.7809029,9.96767,voltage-gated calcium channel activity (GO:0005245),CACNA2D2 CACNA2D1 CACNA2D4 OPRM1 TPCN1 TPCN2 CACNB2 CACNB3 CACNB4 IL1RAPL1 GAS6 CACNB
2.9588928,10.322828,acetylcholine receptor activity (GO:0015464),CHRNB3 CHRM3 CHRNA2 CHRNA1 CHRM4 CHRNB2 CHRNA4 CHRM1 CHRM2 CHRNA3 CHRNB4 DHX8 CHRNA6 CHRNA5 CHRM5 CHRNA7 CHRNA9 CHRND CHRNE CHRNG ANXA9 CHRFAM7A CHRNB
3.686764,9.686926,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity (GO:0001665)",ST6GALNAC1 ST6GALNAC2 ST6GALNAC3 ST6GALNAC4 ST6GALNAC5 ST6GALNAC
7.013436,9.750501,C-C chemokine binding (GO:0019957),CCR1 ZFP36 ACKR1 CXCR4 CCR7 CCR6 CCR5 CCR
2.066307,9.651881,potassium ion transmembrane transporter activity (GO:0015079),SLC12A3 KCNF1 SLC12A4 SLC12A5 SLC12A6 KCNK10 ABCC8 ABCC9 SLC12A1 KCNK13 SLC12A2 KCNK15 KCNK16 KCNK17 KCNK18 TMEM175 KCNU1 KCNQ4 KCNK1 HCN1 KCNK3 KCNK4 KCNG1 KCNK
3.3312383,7.5557637,superoxide-generating NADPH oxidase activator activity (GO:0016176),SH3PXD2B SH3PXD2A NCF4 NOXA1 NCF1C NOXO1 PDGFB NCF1 NCF1
4.1476517,7.4386997,motor activity (GO:0003774),DYNC2H1 STARD9 MYO7A KIF7 KIF6 CENPE MYL6 MYH2 MYH3 KIF9 MYH4 KIF16B MYO3A KIF4B KIF4A MYH9 KIF20A KIF20B MYH6 MYH7 MYH
1.2904289,9.699753,glucose:sodium symporter activity (GO:0005412),SLC5A9 SLC5A1 SLC5A10 SLC5A11 SLC5A2 SLC5A
5.246232,7.0876856,adenyl ribonucleotide binding (GO:0032559),ACVR1 HSPA1L ACOD1 RUNX3 SMARCA5 ABCA12 HSPA1A SIK2 SIK3 SIK1 NAIP TP53 HSPA1B PI4K2
5.470676,8.849924,CARD domain binding (GO:0050700),CARD11 CARD9 NOD1 CARD8 NOD2 IRGM MAVS CASP4 CARD18 CARD19 RIPK2 CARD16 CASP1 CARD1
4.333507,9.653288,aldehyde-lyase activity (GO:0016832),DERA CYP17A1 SGPL1 HOGA1 ALDOC ALDOB ALDO
5.1081014,3.9508154,sequence-specific DNA binding (GO:0043565),NKX2-8 ZNF705G ZNF705E ZNF705F ESX1 ZNF281 ZNF705D SOX14 ZNF705A ZNF705B SOX13 UPF3A WDR77 RFX5 NOBOX HNRNP
2.2800174,10.269241,sodium channel activity (GO:0005272),SLC4A11 SHROOM2 SCNN1G SCN10A SCNN1B SCN8A SCN4B KCNK1 SCN4A HCN1 SCN2A HCN3 HCN
2.5885184,10.787492,ATP-gated ion channel activity (GO:0035381),P2RX7 P2RX6 P2RX5 P2RX4 P2RX3 P2RX2 P2RX
5.12846,10.781448,amino acid binding (GO:0016597),NANOS2 CASR NANOS1 NOS3 ACOD1 CASTOR1 GNMT THNSL2 GRIN3A GLUD1 ASS1 GLUD2 GCLC GRIN3B DDAH2 GLRB DDAH1 GPRIN1 PADI4 NAGS AARS AGX
5.13875,5.9551783,TBP-class protein binding (GO:0017025),GTF2A1 GTF2A2 DR1 THRA GTF2B TAF12 AHR ESR1 TAF1L RUVBL1 TAF1 PSMC6 HHEX PSMC4 PSMC5 PSMC2 PSMC3 RUVBL2 TAF1B YEATS2 PSMC
0.2070313,10.463986,carboxylic acid transmembrane transporter activity (GO:0046943),SLC16A1 SLC16A2 SLC7A5 SLC7A6 SLC5A8 SLC7A
6.270509,5.7685385,sequence-specific mRNA binding (GO:1990825),SSB LIN28A DHX9 FMR1 ETF1 TYMS DHFR LARP
6.3896937,8.4367895,peptide hormone receptor binding (GO:0051428),ADCYAP1 PTHLH PTH GPHA2 PSMC5 UCN3 UCN2 LEP GNRH2 GPHB5 GNRH
1.0175805,11.196846,anion channel activity (GO:0005253),GABRA3 GABRA2 GABRA1 GABRA6 GABRA5 GABRA4 FXYD1 CLCN7 CLCN5 FXYD3 SLC26A9 SLC26A8 SLC26A5 SLC26A4 SLC26A7 SLC26A
3.1948752,7.840636,tau protein binding (GO:0048156),HDAC6 BIN1 APOE CLU DYRK1A FYN S100B SNC
4.575148,8.866957,lipase activator activity (GO:0060229),CCL8 PDPK1 APOC2 CCL5 APOH CCL3 APOA
4.6881843,8.536096,kinase inhibitor activity (GO:0019210),WARS RHOH LRRC66 NYX MAPK8IP1 DUS2 DNAJC3 RTN4RL1 RTN4RL2 SMCR
2.8996258,9.926429,voltage-gated cation channel activity (GO:0022843),KCNF1 CACNA2D2 CACNA2D1 CACNA2D4 KCNG
2.1464298,10.083796,calcium ion transmembrane transporter activity (GO:0015085),ATP13A1 ATP13A2 TRPA1 TMCO1 TRPV3 TRPV4 PKDREJ TRPV1 TRPV2 TRPC4AP GRIN3B TRPV5 TRPV6 GPRIN1 ATP13A5 ATP13A3 ATP13A4 MC
4.550567,5.307566,nuclear hormone receptor binding (GO:0035257),NCOA2 NCOA3 NCOA1 MED4 NCOA6 ACTN4 NCOA7 JUP MYOD1 HMGA1 SIRT1 NCOR1 CNOT1 THRAP3 TRIP
6.6975574,10.578572,lipoprotein particle binding (GO:0071813),APCS MSR1 CRP COLEC12 TNFAIP6 APOA2 THBS1 PCSK9 MPTX1 HSPD1 SORL1 LIPC APOL5 MAPT STAB1 STAB2 CDH13 SCARF1 CD36 APOL2 SCARB1 LDLR GPIHBP
4.0762043,11.50381,acyl-CoA ligase activity (GO:0003996),ACSM4 ACSM3 ACSM1 ACSM2A ACSM2B ACSM6 ACSM5 ACSF
7.2708187,5.739509,"exodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016895)",DCLRE1C MGME1 DCLRE1B FEN1 EXO1 POLD1 TREX2 APEX1 TREX1 DCLRE1
5.2287617,10.162181,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor (GO:0016884)",ASNSD1 PFAS CPS1 GATB ASNS GMPS GATC ACOD1 QRSL1 NADSYN
2.4716237,8.567593,ATPase activator activity (GO:0001671),MYBPC3 DNAJC24 NCAPH ATP1B4 ATP1B3 DNAJC15 ATP1B2 ATP1B1 TOR1AIP2 AHSA1 DNAJC19 TOR1AIP1 DNAJA2 DNAJB2 DNAJA1 ATP4B DNAJC2 DNAJB1 DNAJC1 DNAJB6 DNAJC7 DNAJC10 DNAJB
4.604614,10.603898,"intramolecular oxidoreductase activity, transposing C=C bonds (GO:0016863)",IDI1 IDI2 DDT EBP DCT ECI1 HSD3B1 ECH1 ECI2 HSD3B2 MI
3.767181,11.113051,phospholipase A2 activity (GO:0004623),PLA2G12A PLA2G2E PLA2G2F PLA2G4E PNPLA8 PLA2G4F PLA2G2D PLA2G2A PLA2G4C RARRES3 PLA2G4D PLA2G4A PLA2G4B PLA2G16 PLA2G15 PLA2G10 PLBD1 PAFAH1B1 PAFAH1B3 PAFAH1B2 PNPLA
4.733921,10.226599,galactosyltransferase activity (GO:0008378),B4GALT3 B4GALT4 B4GALT1 B4GALT2 B3GNT6 B3GALT6 B4GALT7 A4GALT B4GALT5 B4GALT
2.6753604,9.017858,actinin binding (GO:0042805),RELA CEP295NL SYNPO2 ALMS1 CACNA1C KCNA5 PKD2L1 CACNA1D TTN NFKB1 PKD2 CNKSR3 PDLIM4 CSRP3 MYOT PPARG DAG1 KCNN2 RARA PDLIM5 PROM1 C10ORF9
6.0570006,10.589301,hyalurononglucosaminidase activity (GO:0004415),MGEA5 CEMIP TMEM2 HYAL1 HYAL2 HYAL
5.576086,6.1517725,ribosomal large subunit binding (GO:0043023),CPSF6 NPM1 CPEB2 EIF6 DHX33 ZNF593 NMD3 LTN1 MALSU1 NEMF MRR
3.6004574,5.599173,N-methyltransferase activity (GO:0008170),PNMT TRMT1L NNMT FAM103A1 DIMT1 RNMT SETD9 TFB2M PRMT1 TFB1M GNMT HNMT TRMT1 METTL15 METTL15P1 TRMO KMT5A SMYD2 TRMT11 FDXACB1 PEM
3.242873,8.505816,signal sequence binding (GO:0005048),BRAP KCNIP2 NUP214 AP2B1 TOMM20L NUP153 POM121B TIMM22 RANBP6 NPAP1 PEX5L KPNB1 NFKBIA NUP98 PEX5 NUP58 POM121L12 POM121L
7.5558124,8.790967,phosphatidylinositol phosphate kinase activity (GO:0016307),ZFYVE21 PIK3CD PIK3C2G PIK3C2B PIK3C2A PIK3CG PIK3CB PIKFYVE PIK3CA PIP4K2A PIP5K1A PIP4K2B PIP5K1B PIP5K1C PIP4K2
7.081865,6.566936,Y-form DNA binding (GO:0000403),BLM WRN MSH3 RAD18 MSH2 MEN
4.4881086,8.996302,phospholipase binding (GO:0043274),PRKN PDPK1 DGKQ APOC2 PAFAH1B1 WAS SEL
5.7310333,6.8874655,NEDD8 transferase activity (GO:0019788),UBE2F UBA3 RNF7 UBE2M RBX1 MDM
7.4506955,9.127286,platelet-derived growth factor receptor binding (GO:0005161),PDGFRB PDGFRA IL1R1 ITGA5 ITGB3 PDGFC PDGFB VEGFD PDGFA PTPRJ VEGFA ERN1 PDGF
6.9252453,6.80319,mismatched DNA binding (GO:0030983),MSH3 MSH4 MSH5 TDG MSH6 MSH2 APTX MUTY
3.9330826,7.5754547,ATP-dependent microtubule motor activity (GO:1990939),DYNC2H1 KIF7 WDR34 WDR78 KIF16B KIF4B KIF4A KIF20
4.2566204,9.319133,ribosomal protein S6 kinase activity (GO:0004711),RPS6KA4 RPS6KA6 RPS6KA1 RPS6KB2 RPS6KB1 RPS6KA3 RPS6KA
3.2456508,8.661816,protein transporter activity (GO:0008565),CFAP73 OTOR TSNAX NUTF2 TIMM22 CCT6B ZFYVE16 AZGP1 ITGB1BP1 TOMM5 VPS29 TOMM
5.0260377,4.029697,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001228)",NKX2-8 EBF1 EBF2 RUNX1 EBF3 RFX4 EBF4 SOX12 SOX11 HNRNPK ZSCAN21 TEF RFX5 RFX6 TBPL1 TFAM TP5
5.191939,5.0446754,repressing transcription factor binding (GO:0070491),MKKS BBS2 BBS1 CBX5 SKI SP1 MIXL
2.660683,7.46736,apolipoprotein receptor binding (GO:0034190),ABCA12 APOA1 NR1H2 APOA2 PCSK9 CDC4
4.0906944,5.2005577,methyl-CpG binding (GO:0008327),MBD1 PRMT5 UHRF1 MBD2 ZBTB38 MBD3 LRWD1 ZBTB33 ZBTB21 PRMT1 MBD3L5 MBD3L3 MBD3L4 WDR77 MBD3L1 ZBTB4 MBD3L2 MECP2 ERH CHTO
6.1953444,7.187861,SUMO binding (GO:0032183),CASP8AP2 USPL1 DAXX CBX4 NR3C1 RNF4 PML HERC2 TDG SIMC1 UBA2 RNF11
4.7025805,11.737757,arachidonic acid monooxygenase activity (GO:0008391),CYP4F2 CYP4A11 CYP4F12 CYP2C19 CYP2C18 CYP2W1 CYP2G1P CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2B6 CYP2S1 CYP2A13 CYP2E1 CYP2F1 CYP2J
7.6079173,7.715702,cyclin-dependent protein kinase activity (GO:0097472),CDK18 CDKL3 CDK19 CDKL4 CDK11B CDKL5 CDK11A PRPF4B CDK9 CCNA2 CDK8 CDK7 CDK6 CDK5 CDK4 CDK3 CDK10 CDK2 CDK1 CDK12 CDK13 CDK14 CDK15 CDK16 CDKL1 CDKL2 CDK1
4.7439537,10.396211,copper ion binding (GO:0005507),AOC3 ATP13A2 AOC1 PRNP MT3 COMMD1 APOA4 SOD3 TYR SOD1 ATOX1 ACR IL1A CCS P2RX4 SCO2 DCT ALB LACC1 ANG S100A5 TP53 CUT
4.66449,9.416835,cAMP-dependent protein kinase activity (GO:0004691),PRKACG PRKX PRKAG1 PRKACB PRKAA1 PRKAC
1.7785912,10.0908575,intracellular calcium activated chloride channel activity (GO:0005229),CLCA3P TTYH3 TTYH2 TTYH1 ANO9 ANO7 ANO8 ANO5 ANO6 ANO3 BEST1 ANO4 ANO1 ANO2 ANO10 CLCA2 CLCA1 NMUR2 CLCA
0.47823873,10.356346,carnitine transmembrane transporter activity (GO:0015226),SLC22A5 SLC25A2 SLC22A4 SLC22A16 SLC25A20 SLC25A1
2.4699419,8.602796,ATPase binding (GO:0051117),USP25 PEX19 ATP6V1E1 RDX S100A1 ATPIF1 CAV1 PIH1D1 ATP1B3 ATP1B2 ATP1B1 SELENOS SLC26A9 HRC CHMP4A ALDOB PTPN
2.2897003,9.578735,ankyrin binding (GO:0030506),SPTBN4 KCNJ11 SLC4A1 CACNA1D SPTB KCTD6 SLC8A1 OBSCN KCNQ2 CDH1 SCN5A FLNC NRCAM RHBG PLEC RHAG SPTBN1 RHC
7.4000993,6.0254335,ubiquitin-dependent protein binding (GO:0140036),USP15 DNAJC2 FAAP20 IDE TP53BP1 FAN
6.3635345,8.926473,chemokine activity (GO:0008009),CCL26 CCL25 CCL24 CCL23 CCL22 CCL21 CCL20 XCL1 PPBP CXCL10 CXCL11 CXCL12 CXCL13 XCL2 PF4 CKLF CCL2
6.6424637,5.9404874,"endoribonuclease activity, producing 5'-phosphomonoesters (GO:0016891)",ELAC2 DICER1 ELAC1 RNASEH1 KIAA0391 MRPL44 AGO2 APEX1 RPP21 POP1 RNASEH2A RPP2
3.71516,6.878568,protein kinase C binding (GO:0005080),DSP CAVIN2 CAVIN3 PICK1 TRPV4 TIRAP PRKCB AVPR1A AVPR1B PKN1 PKP2 ADAM9 PRKD2 SQSTM
1.2916056,10.347852,urea transmembrane transporter activity (GO:0015204),SLC14A1 SLC14A2 AQP10 AQP7 AQP3 AQP7P
0.9433406,10.097129,choline transmembrane transporter activity (GO:0015220),SLC5A7 SLC44A4 SLC44A5 SLC44A2 SLC44A3 SLC44A1 SLC22A
3.9041522,9.966019,bitter taste receptor activity (GO:0033038),TAS2R50 TAS2R30 TAS2R31 TAS2R10 TAS2R13 TAS2R14 TAS2R16 TAS2R38 TAS2R39 TAS2R19 TAS2R6
7.525912,6.850532,protein-DNA loading ATPase activity (GO:0033170),RFC4 RFC5 RFC2 RFC3 DSCC1 RAD17 CHTF1
3.691943,10.409882,RNA polymerase I activity (GO:0001054),ZNRD1 POLR1A POLR1B TWISTNB POLR1C POLR1D POLR2E POLR1E POLR2F POLR2H POLR2K POLR2
3.5119705,5.6549025,methyltransferase activity (GO:0008168),GAMT NSUN2 NSUN5P2 ARMT1 NSUN5 NSUN6 NSUN3 DNMT3A DNMT3B NSUN4 BCDIN3D TARBP1 NSUN5P1 COQ5 COQ3 TRMO CARM
3.817134,11.038212,palmitoyl-CoA hydrolase activity (GO:0016290),ACOT8 THEM4 GNPAT THEM5 PPT1 ACOT
4.5695243,8.757978,protein kinase C activity (GO:0004697),PRKCH PRKCG PRKCZ PRKCI PRKCD PRKCE PRKD1 CCL3 PRKCB PRKC
3.2505417,9.809337,cysteinyl leukotriene receptor activity (GO:0001631),LTB4R CYSLTR2 CYSLTR1 LTB4R2 KISS1R MCHR
4.6918592,9.385589,cyclic nucleotide-dependent protein kinase activity (GO:0004690),PRKACG PRKX PRKAG1 PRKACB PRKAA1 PRKG2 PRKACA PRKG
4.324244,9.215088,protein-glutamic acid ligase activity (GO:0070739),TTLL7 TTLL6 TTLL5 TTLL4 TTLL11 TTLL1 TTLL13
